Comune;Provincia;Localit ;Tipologia;Tipologia secondaria;Categoria;Stelle;Denominazione;Indirizzo;Numero civico;Interno;CAP;Telefono;FAX;Posta elettronica;Sito internet;Zona;Accesso ai disabili;Piscina;Piscina coperta;Ristorante;Parcheggio;Sala conferenze;Aria condizionata;Giochi bimbi;Sauna;Solarium;Fitness;Animali ammessi;Centro storico;Zona fiera;Lago;Aeroporto;Autostrada;Impianti risalita;Stazione FS;Mare;Termale;Periferia;Collinare;Inglese;Francese;Tedesco;Spagnolo;Chiusura temporanea;Altri servizi;Codice identificativo;Data ultima modifica;Nuova classificazione LR11
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;ALLOGGI  SS. GIOVANNI E PAOLO;Castello;6401/2;;30122;0415222767;0412775645;info@locandassgiovannipaolo.it;www.locandassgiovannipaolo.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;;30167;42689;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;AL PORTICO;Cannaregio;1804;;30121;0412759202;0412757659;info@alportico.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;;30090;42921;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;AL PORTICO;Cannaregio;1804;;30121;0412759202;0412757659;info@alportico.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;;30090;42921;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;AL PORTICO 2;Cannaregio;1804;;30121;3481813782-0412759202;0412757659;info@alportico.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;;30057;42927;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;AL PORTICO 2;Cannaregio;1804;;30121;3481813782-0412759202;0412757659;info@alportico.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;;30057;42927;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;AL RIMPETTO MOCENIGO;SANTA CROCE;2061;;30135;041-5244797;041-2759420;info@alpontemocenigo.com;www.alpontemocenigo.com;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;;102502;42916;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;AL RIMPETTO MOCENIGO;SANTA CROCE;2061;;30135;041-5244797;041-2759420;info@alpontemocenigo.com;www.alpontemocenigo.com;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;;102502;42916;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;ANTICA RAFFINERIA 1;CANNAREGIO;2607/A;;30121;041 2750804;041 5244575;info@anticaraffineria.it;;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;;30336;42929;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;ANTICA RAFFINERIA 1;CANNAREGIO;2607/A;;30121;041 2750804;041 5244575;info@anticaraffineria.it;;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;;30336;42929;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;ANTICA RAFFINERIA 2;CANNAREGIO;2607/A;;30121;041 2750804;041 2758220;info@anticaraffineria.it;www.anticaraffineria.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;;30338;42922;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;ANTICA RAFFINERIA 2;CANNAREGIO;2607/A;;30121;041 2750804;041 2758220;info@anticaraffineria.it;www.anticaraffineria.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;;30338;42922;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;APOSTOLI PALACE;CANNAREGIO;4702;;30131;0415203177;0415203195;info@apostolipalace.com;www.apostolipalace.com;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;Si;;30156;42864;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;APOSTOLI PALACE;CANNAREGIO;4702;;30131;0415203177;0415203195;info@apostolipalace.com;www.apostolipalace.com;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;Si;;30156;42864;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;ART DECO;San Marco;2966;;30100;0412770558;0412702891;info@locandaartdeco.com;;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;;30054;42919;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;ART DECO;San Marco;2966;;30100;0412770558;0412702891;info@locandaartdeco.com;;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;;30054;42919;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;BADOER GRITTI;CASTELLO;3608;;30122;041 5285315;041 5238859;info@venicelaresidenza.com;www.venicelaresidenza.com;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;MINIBAR NELLE CAMERE;30345;42495;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;BADOER GRITTI;CASTELLO;3608;;30122;041 5285315;041 5238859;info@venicelaresidenza.com;www.venicelaresidenza.com;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;MINIBAR NELLE CAMERE;30345;42495;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;BEST HOLIDAYS VENICE;SAN POLO;1615;;30100;339-7930894 041-5242874;041/5242874;info@bestholidays.com;www.bestholidaysvenice.com;venezia;Si;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;103762;42866;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;BEST HOLIDAYS VENICE;SAN POLO;1615;;30100;339-7930894 041-5242874;041/5242874;info@bestholidays.com;www.bestholidaysvenice.com;venezia;Si;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;103762;42866;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;CA\' ARCO ANTICO;San Polo;1451;;30125;0412411227;0412411227;info@gkkvenezia.com;www.gkkvenezia.com;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;frigobar;30240;42916;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;CA\' ARCO ANTICO;San Polo;1451;;30125;0412411227;0412411227;info@gkkvenezia.com;www.gkkvenezia.com;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;frigobar;30240;42916;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;C  D\'ORO;Cannaregio;4603;;30131;0412411212;0412414385;info@venicehotelcadoro.com;www.venicehotelcadoro.com;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;;30134;42921;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;C  D\'ORO;Cannaregio;4603;;30131;0412411212;0412414385;info@venicehotelcadoro.com;www.venicehotelcadoro.com;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;;30134;42921;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;CA\' FUJIYAMA;dorsoduro;2727 -  2727 A;;30123;0417241042;0412771969;PIAGGIELENA@GMAIL.COM;;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;;30257;42815;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;CA\' FUJIYAMA;dorsoduro;2727 -  2727 A;;30123;0417241042;0412771969;PIAGGIELENA@GMAIL.COM;;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;;30257;42815;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;CA\' GIUSTINIAN LOLIN I;SAN MARCO;2896;;30100;3484763521;;assnazionalelearti@pec.it;;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;;111022;42780;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;CA\' GIUSTINIAN LOLIN I;SAN MARCO;2896;;30100;3484763521;;assnazionalelearti@pec.it;;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;;111022;42780;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;CA\' GIUSTINIAN LOLIN II;SAN MARCO;2896;;30100;;;;;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;;111023;42780;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;CA\' GIUSTINIAN LOLIN II;SAN MARCO;2896;;30100;;;;;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;;111023;42780;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;CA\' MESSNER;Dorsoduro;234;;30123;0415227443;0415227266;info@hotelmessner.com;www.hotelmessner.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;30153;42891;5 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;CA\' MESSNER;Dorsoduro;234;;30123;0415227443;0415227266;info@hotelmessner.com;www.hotelmessner.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;30153;42891;5 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;CASA ALLA FENICE;San Marco;3701;;30124;0415280105;0415220896;info@casaallafenice.com;www.casaallafenice.com;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;;30178;42815;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;CASA ALLA FENICE;San Marco;3701;;30124;0415280105;0415220896;info@casaallafenice.com;www.casaallafenice.com;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;;30178;42815;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;CASA COSMO;San Marco;4976;;30124;0412960710;0418623439;info@casacosmo.com;www.casacosmo.com;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;Connessione internet gratuita;30289;42445;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;CASA COSMO;San Marco;4976;;30124;0412960710;0418623439;info@casacosmo.com;www.casacosmo.com;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;Connessione internet gratuita;30289;42445;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;CASA LA CORTE 1;CASTELLO;6317;;30122;0412411300;0412415982;info@locandalacorte.it;www.locandalacorte.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;30079;41529;
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;CASA LA CORTE 1;CASTELLO;6317;;30122;0412411300;0412415982;info@locandalacorte.it;www.locandalacorte.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;30079;41529;
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;CASA MIMMA;Santa Croce;1412/C;;30121;0415243461;0412448783;info@casamimma.it;www.casamimma.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;30244;42605;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;CASA MIMMA;Santa Croce;1412/C;;30121;0415243461;0412448783;info@casamimma.it;www.casamimma.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;No;No;;30244;42605;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;CA\' SAN GIORGIO 1;SANTA CROCE;1725;;30135;041 2759177;041 795542;www.casangiorgio.com;info@casangiorgio.com;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;;45686;42935;4 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;CA\' SAN GIORGIO 1;SANTA CROCE;1725;;30135;041 2759177;041 795542;www.casangiorgio.com;info@casangiorgio.com;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;;45686;42935;4 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;CASA TELLIER;Castello;4228;;30122;0415201044;0415201258;hotel.lux@tin.it;www.hotellux.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;frigobar;30073;42926;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;CASA TELLIER;Castello;4228;;30122;0415201044;0415201258;hotel.lux@tin.it;www.hotellux.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;frigobar;30073;42926;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;DOGE VENEZIANO;VIA BRENDOLE;53;;30100;041 3090699;041 5442989;info@dogeveneziano.it;www.dogeveneziano.it;venezia;No;No;No;No;Si;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;Si;Si;No;No;No;;47505;42586;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;DOGE VENEZIANO;VIA BRENDOLE;53;;30100;041 3090699;041 5442989;info@dogeveneziano.it;www.dogeveneziano.it;venezia;No;No;No;No;Si;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;Si;Si;No;No;No;;47505;42586;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;DOGE VENEZIANO 1;VIA BRENDOLE;53;;30100;041 3090699;041 5442989;info@dogeveneziano.it;www.dogeveneziano.it;venezia;No;No;No;Si;Si;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;Si;Si;No;Si;No;;47504;42586;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;DOGE VENEZIANO 1;VIA BRENDOLE;53;;30100;041 3090699;041 5442989;info@dogeveneziano.it;www.dogeveneziano.it;venezia;No;No;No;Si;Si;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;Si;Si;No;Si;No;;47504;42586;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;DOMUS ORSONI;Cannaregio;1045;;30121;0412759538;0415240736;booking@domusorsoni.it;www.domusorsoni.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;frigobar;30273;42914;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;DOMUS ORSONI;Cannaregio;1045;;30121;0412759538;0415240736;booking@domusorsoni.it;www.domusorsoni.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;frigobar;30273;42914;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;GUERRATINO;San Polo;240/a;;30125;0415227131;0412411408;hguerrat@tin.it;www.pensioneguerrato.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;Si;;30146;42744;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;GUERRATINO;San Polo;240/a;;30125;0415227131;0412411408;hguerrat@tin.it;www.pensioneguerrato.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;Si;;30146;42744;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;PALAZZO BEMBO;SAN MARCO;4785;;30124;0412413683;0412413804;info@palazzobembo.com;www.palazzobembo.com;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;INTERNET WI FI GRATUITO;30160;42656;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;PALAZZO BEMBO;SAN MARCO;4785;;30124;0412413683;0412413804;info@palazzobembo.com;www.palazzobembo.com;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;INTERNET WI FI GRATUITO;30160;42656;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;RESIDENZA ALLA RIVA;CASTELLO;3979 - 3979/A;;30122;041-5229979;;INFO@HOTELNUOVOTESON.COM;WWW.HOTELNUOVOTESON.COM;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;Si;;30353;42919;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;RESIDENZA ALLA RIVA;CASTELLO;3979 - 3979/A;;30122;041-5229979;;INFO@HOTELNUOVOTESON.COM;WWW.HOTELNUOVOTESON.COM;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;Si;;30353;42919;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;RESIDENZA LEO;Cannaregio;4600/A;;30121;0415211052;0415211052;info@locandaleo.it;www.locandaleo.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;;30263;42815;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;RESIDENZA LEO;Cannaregio;4600/A;;30121;0415211052;0415211052;info@locandaleo.it;www.locandaleo.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;;30263;42815;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;RIO 1;Castello;4348;;30122;041-5208222;0415208222;amministrazione@hotelriovenezia.com;www.hotelriovenezia.com;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;MINIBAR - ASCIUGACAPELLI;30101;42923;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;RIO 1;Castello;4348;;30122;041-5208222;0415208222;amministrazione@hotelriovenezia.com;www.hotelriovenezia.com;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;MINIBAR - ASCIUGACAPELLI;30101;42923;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;SAN TROVASO;Dorsoduro;1350 - 1351;;30123;0412771146;0412777190;info@casantrovaso.com;www.casantrovaso.com;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;;30098;42535;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;SAN TROVASO;Dorsoduro;1350 - 1351;;30123;0412771146;0412777190;info@casantrovaso.com;www.casantrovaso.com;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;;30098;42535;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;SCALON DEL DOGE;CANNAREGIO;5704/A;;30121;0412411848;041 3099626;info@lionmorosini.it;www.lionmorosini.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;Si;;49817;42709;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;SCALON DEL DOGE;CANNAREGIO;5704/A;;30121;0412411848;041 3099626;info@lionmorosini.it;www.lionmorosini.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;Si;;49817;42709;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;SPADARIA SAN MARCO;SAN MARCO;690;;30124;"041/5212963; 3494698059";041/5212963;INFO@SPADARIASANMARCO.COM;WWW.SPADARIASANMARCO.COM;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;;45427;43003;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;SPADARIA SAN MARCO;SAN MARCO;690;;30124;"041/5212963; 3494698059";041/5212963;INFO@SPADARIASANMARCO.COM;WWW.SPADARIASANMARCO.COM;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;Si;Si;No;;45427;43003;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;TAVERNA SAN LIO;Castello;5546;;30122;0412770669;0412770669;;;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;No;No;Si;No;TV satellitare;30217;42912;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;2;;TAVERNA SAN LIO;Castello;5546;;30122;0412770669;0412770669;;;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;No;No;Si;No;TV satellitare;30217;42912;3 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;3;;AFFITTACAMERE TOSO LUIGINA;Fondamenta S. Venier;45 - MURANO;;30141;041736494    3280146419;;cattelan@inwind.it;;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;;30293;41661;
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;3;;AFFITTACAMERE TOSO LUIGINA;Fondamenta S. Venier;45 - MURANO;;30141;041736494    3280146419;;cattelan@inwind.it;;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;;30293;41661;
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;3;;AI BOTERI;San Polo;1699;;30125;0412434851;;aiboteri@gmail.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;;30287;41264;
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;3;;AI BOTERI;San Polo;1699;;30125;0412434851;;aiboteri@gmail.com;;venezia;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;No;No;;30287;41264;
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;3;;ALLOGGI AGLI ARTISTI;Cannaregio;99/B;;30121;041716270;041716270;info@agli-artisti-venezia.it;www.agli-artisti-venezia.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;;30220;42213;2 Leoni
VENEZIA;CITTA\' METROPOLITANA DI VENEZIA;;AFFITTACAMERE;;3;;ALLOGGI AGLI ARTISTI;Cannaregio;99/B;;30121;041716270;041716270;info@agli-artisti-venezia.it;www.agli-artisti-venezia.it;venezia;No;No;No;No;No;No;Si;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;Si;Si;No;Si;No;;30220;42213;2 Leoni
